"등록번호","제목","등록일시","바로가기"
"2569","주택성능개선지원구역 신규지정 공고(서울특별시공고 제2022 - 958호)","2022-03-31 14:56:20.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=2569"
"2567","주택성능개선지원구역 신규지정 공고(서울특별시공고 제2022 -911호, 2022. 3. 28)","2022-03-28 17:58:46.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=2567"
"2531","주택성능개선지원구역 신규지정 공고","2022-03-07 09:36:48.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=2531"
"2513","2022년도 집수리업체 신규등록 안내 ","2022-02-18 10:54:06.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=2513"
"2482","주택성능개선지원구역 신규지정 공고(서울특별시공고 제2022 - 83호)","2022-01-07 15:31:56.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=2482"
"2479","주택성능개선지원구역 지정 공고","2022-01-05 09:28:39.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=2479"
"2444","집수리 아카데미 심화과정 (2회차) 교육대상자 안내사항 공지","2021-12-02 10:27:13.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=2444"
"2433","주택성능개선지원구역 지정취소 공고","2021-11-24 14:52:47.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=2433"
"2428","(코로나백신 접종완료자)2021년도 집수리 아카데미 심화과정(2회차) 교육생 모집안내","2021-11-18 13:47:53.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=2428"
"2427","집수리 아카데미 심화과정 (1회차) 교육대상자 안내사항 공지 ","2021-11-18 13:38:25.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=2427"
"2419","(코로나백신 접종완료자)2021년도 집수리 아카데미 심화과정(1회차) 교육생 모집안내","2021-11-12 15:03:14.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=2419"
"2327","2021년도 집수리 아카데미 기초과정(1회차) 폐강 안내","2021-07-06 09:15:03.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=2327"
"2321","(코로나백신 접종자)2021년도 집수리 아카데미 기초과정(1회차) 교육생 추가모집안내","2021-06-30 15:21:59.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=2321"
"2318","집수리 아카데미 기초과정 (3회차) 교육대상자 및 예비자 명단 및 안내사항 공지 ","2021-06-29 16:34:41.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=2318"
"2317","집수리 아카데미 기초과정 (2회차) 교육대상자 및 예비자 명단 및 안내사항 공지","2021-06-29 16:34:00.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=2317"
"2316","집수리 아카데미 기초과정 (1회차) 교육대상자 안내사항 공지 ","2021-06-29 16:33:15.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=2316"
"2308","(코로나백신 접종자)2021년도 집수리 아카데미 기초과정(1, 2, 3회차) 교육생 모집안내","2021-06-21 08:39:20.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=2308"
"2197","집수리아카데미 교육생 모집 중단 안내","2021-03-30 17:48:19.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=2197"
"2167","(취소)2021년도 집수리 아카데미 실습교육 모집공고(변경)","2021-03-17 16:28:29.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=2167"
"2150","2021년도 집수리아카데미 교육일정 변경 안내(기초1, 2회차, 심화 1회차)","2021-03-15 09:50:41.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=2150"
"2111","주택성능개선지원구역 변경 및 신규지정 공고(제2021-711호)","2021-03-09 14:35:02.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=2111"
"2101","가꿈주택 에너지효율개선공사 자재 기준 계산기","2021-03-04 21:53:32.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=2101"
"2100","가꿈주택 공사견적서 양식","2021-03-03 16:22:35.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=2100"
"2071","주택성능개선구역지원구역 지정 공고","2021-02-23 10:03:47.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=2071"
"2050","주택성능개선지원구역 신규지정 공고","2021-02-17 16:45:56.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=2050"
"2047","주택성능개선지원구역 신규지정 공고","2021-02-17 09:36:45.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=2047"
"2033","2021년도 집수리 시공업체 등록 안내","2021-02-15 16:29:49.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=2033"
"2030","2021년 서울가꿈주택 집수리 지원사업 공고","2021-02-15 10:04:37.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=2030"
"1850","(모집취소)2020년도 집수리 아카데미 심화과정(2차) 교육생 모집안내[기초과정 이수자(또는 예정자)에 한함]","2020-11-18 10:38:53.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=1850"
"1848","(취소)2020년도 집수리 아카데미 심화과정(2차) 교육생 모집안내[기초과정 이수자(또는 예정자)에 한함]","2020-11-17 15:04:41.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=1848"
"1815","서울특별시 집수리전문관 공개모집 공고","2020-11-05 10:12:09.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=1815"
"1808","집수리 아카데미 기초과정 (12회차) 교육대상자 및 예비자 명단 및 안내사항 공지 ","2020-11-02 17:27:55.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=1808"
"1807","집수리 아카데미 기초과정 (11회차) 교육대상자 및 예비자 명단 및 안내사항 공지","2020-11-02 17:27:01.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=1807"
"1806","집수리 아카데미 기초과정 (10회차) 교육대상자 및 예비자 명단 및 안내사항 공지 ","2020-11-02 17:24:54.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=1806"
"1802","주택성능개선지원구역 지정 공고","2020-10-27 09:50:10.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=1802"
"1799","2020년도 집수리 아카데미 기초과정(10, 11, 12회차) 교육생 모집안내","2020-10-21 15:21:20.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=1799"
"1768","집수리 아카데미 기초과정 (9회차) 교육대상자 및 예비자 명단 및 안내사항 공지 ","2020-10-08 09:33:20.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=1768"
"1766","집수리 아카데미 기초과정 (8회차) 교육대상자 및 예비자 명단 및 안내사항 공지 ","2020-10-07 10:56:17.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=1766"
"1765","집수리 아카데미 기초과정 (7회차) 교육대상자 및 예비자 명단 및 안내사항 공지 ","2020-10-05 15:59:46.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=1765"
"1755","2020년도 집수리 아카데미 기초과정(9회차) 교육생 모집안내","2020-09-28 16:15:19.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=1755"
"1738","2020년도 집수리 아카데미 기초과정(8회차) 교육생 모집안내","2020-09-23 13:45:45.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=1738"
"1734","2020년도 집수리 아카데미 기초과정(7회차) 교육생 모집안내","2020-09-21 16:30:24.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=1734"
"1710","집수리 아카데미 기초과정 (6회차) 교육대상자 및 예비자 명단 및 안내사항 공지","2020-09-04 09:32:57.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=1710"
"1704","집수리 아카데미 기초과정 (5회차) 교육대상자 및 예비자 명단 및 안내사항 공지","2020-09-03 10:59:27.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=1704"
"1686","2020년도 집수리 아카데미 기초과정(6회차) 교육생 모집안내","2020-08-27 15:10:10.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=1686"
"1685","2020년도 집수리 아카데미 기초과정(5회차) 교육생 모집안내","2020-08-26 16:33:40.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=1685"
"1649","(긴급) 집수리아카데미 기초반(5,6,7차) 교육대상자 모집 중단","2020-08-18 10:18:16.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=1649"
"1639","(모집중단)2020년도 집수리 아카데미 기초과정(5, 6, 7회차) 교육생 모집안내","2020-08-10 20:15:27.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=1639"
"1611","집수리 아카데미 기초과정 4회차) 교육대상자 및 예비자 명단 및 안내사항 공지","2020-07-29 13:47:15.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=1611"
"1601","집수리 아카데미 심화과정 1회차(주말반) 교육대상자 명단 및 안내사항 공지 ","2020-07-24 13:24:35.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=1601"
"1588","2020년도 집수리 아카데미 기초과정(4회차-목?금요일반) 교육생 모집 안내","2020-07-14 10:49:47.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=1588"
"1587","2020년도 심화과정(1회차-주말반) 교육생 모집 안내 [전?현년도 기초과정 이수자(또는 예정자)에 한함] ","2020-07-14 10:29:07.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=1587"
"1578","2020년도 집수리 아카데미 현장실습 교육 연간 일정 변경 안내","2020-07-08 11:08:33.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=1578"
"1552","집수리 아카데미 기초과정 3회차(주말반) 교육대상자 명단 및 안내사항 공지","2020-06-23 16:44:55.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=1552"
"1549","2020년도 집수리 아카데미 기초과정 교육(3회차-주말반) 교육생 모집 안내","2020-06-15 13:58:56.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=1549"
"1548","2020년도 집수리 아카데미 기초과정 교육(3회차-주말반) 교육생 모집 안내","2020-06-15 13:55:00.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=1548"
"1545","2020년도 집수리 아카데미 기초과정 교육(3회차-주말반) 교육생 모집 안내","2020-06-11 09:34:04.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=1545"
"1526","제11회 &#39;살기 좋은 마을만들기&#39; 학생공모전 안내","2020-06-01 17:20:02.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=1526"
"1521","집수리 아카데미 기초과정 2회차(주중반-수요일) 교육대상자 명단 및 안내사항 공지","2020-05-28 13:19:56.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=1521"
"1513","집수리 아카데미 기초과정 1회차(주말반) 교육대상자 명단 및 안내사항 공지","2020-05-25 14:46:39.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=1513"
"1496","2020년도 집수리 아카데미 기초과정 교육(2회차-주중반) 교육생 모집 안내 ","2020-05-18 15:46:17.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=1496"
"1495","2020년도 집수리 아카데미 현장실습 교육 연간 일정 안내 ","2020-05-18 15:29:27.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=1495"
"1494","2020년도 집수리 아카데미 기초과정 교육(1회차-주말반) 교육생 모집","2020-05-18 15:23:51.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=1494"
"1481","2020년 집수리 시공업체 역량강화 교육 신청 모집 안내","2020-04-27 15:20:18.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=1481"
"1445","찾아가는 상담서비스 일시중단 안내","2020-03-02 16:59:34.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=1445"
"1420","저층주거지 주택개량 및 신축비용 융자 이자지원 계획 공고","2020-02-03 14:03:55.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=1420"
"1419","주택성능개선지원구역 내 주택개량 및 신축비용 융자지원 계획 공고","2020-02-03 14:03:21.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=1419"
"1367","2019년 관리형 주거환경개선사업 마을 영상 공모전 개최 공고 알림","2019-10-22 20:49:43.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=1367"
"1321","2019년도 집수리 아카데미 심화과정 교육(2회차) 신청 모집 안내 ","2019-09-25 13:24:47.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=1321"
"1320","교육장소(개강일) 안내(집수리 아카데미 기초과정 6회차) ","2019-09-17 13:25:00.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=1320"
"1305","2019년도 집수리 아카데미 기초과정 6회차 교육 신청 안내(주말반)","2019-08-27 20:19:28.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=1305"
"1279","교육장소(개강일) 안내(집수리 아카데미 기초과정 5회차)","2019-08-19 11:14:18.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=1279"
"1278","2019 제4회 온동네 어울림 한마당 &#39;온동네 마을학교&#39; 사전 접수 안내","2019-08-14 14:47:39.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=1278"
"1276","교육장소 안내(집수리 아카데미 기초과정 4회차)","2019-08-11 12:36:30.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=1276"
"1273","2019년도 서울가꿈주택사업 2차 참여자 모집공고(수정)","2019-08-01 16:03:09.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=1273"
"1271","(평일반 교육 모집)2019년도 집수리 아카데미 기초과정 5회차 교육 신청 안내 ","2019-07-26 13:42:36.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=1271"
"1270","(주말반 교육 모집)2019년도 집수리 아카데미 기초과정 4회차 교육 신청 안내","2019-07-26 10:36:25.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=1270"
"1246","교육대상자 명단공지 및 준비물 알림(2019년도 집수리 아카데미 심화과정 1회차)","2019-07-09 15:47:41.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=1246"
"1215","2019년도 집수리 아카데미 심화과정 교육(1회차) 개최 안내","2019-06-28 18:35:58.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=1215"
"1155","교육장소 안내(집수리 아카데미 기초과정 3회차)","2019-06-05 11:38:08.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=1155"
"1127","(1,2회차 수강생분들 필독)집수리 아카데미 기초과정 이론강의 학습안내","2019-05-24 15:15:13.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=1127"
"1124","2019년도 기초과정 3회차 집수리 아카데미 현장실습 교육 신청 안내 ","2019-05-21 16:14:15.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=1124"
"1123","교육장소 안내(집수리 아카데미 기초과정 2회차)","2019-05-21 09:28:19.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=1123"
"1108","교육장소 안내(집수리 아카데미 기초과정 1회차)","2019-05-08 10:39:21.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=1108"
"1107","기초과정 1회차 교육대상자 명단 공지","2019-05-08 10:27:42.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=1107"
"1103","2019년도 집수리 아카데미 현장실습 교육(기초과정 2회차) 개최 안내","2019-05-02 18:15:58.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=1103"
"1092","2019년도 서울가꿈주택사업 참여자 모집 공고","2019-04-29 11:24:53.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=1092"
"1086","2019년도 연간 집수리 아카데미 현장실습 교육 일정 안내","2019-04-23 20:07:19.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=1086"
"1076","2019년도 집수리 아카데미 현장실습 교육(기초과정 1회차) 개최 안내","2019-04-18 15:22:38.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=1076"
"925","노후 건물 에너지개선효과와 정책수단 포럼","2018-11-21 10:17:31.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=925"
"866","집수리 아카데미 심화과정 교육 장소 공지","2018-10-18 17:16:53.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=866"
"855","교육 대상자 명단 공지(2018년도 집수리 아카데미 심화과정 교육)","2018-10-12 19:30:48.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=855"
"847","2018년도 집수리 아카데미 심화과정 교육 개최 안내","2018-09-28 10:52:51.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=847"
"781","2018년도 3회차 집수리 아카데미 전체 교육일정 및 장소(개강일 포함) 안내","2018-08-07 14:08:37.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=781"
"780","[타부서 지원사업 안내] 집수리 지원 사업","2018-08-06 18:05:55.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=780"
"777","교육 대상자 명단 공지(2018년도 집수리 아카데미 현장실습 3회차)","2018-07-31 09:09:20.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=777"
"757","2018년도 3회차 집수리 아카데미 현장실습 개최 세부 계획 안내 ","2018-07-16 11:47:18.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=757"
"747","[타부서 지원사업 안내] 건물에너지효율화 융자지원사업","2018-07-06 11:15:06.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=747"
"739","2018년도 3회차 집수리 아카데미 현장실습 개최 안내 ","2018-07-02 12:01:29.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=739"
"736","집수리아카데미 현장실습(2회차) 이론(동영상)강의 학습안내 ","2018-06-30 08:40:40.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=736"
"725","2018년도 2회차 집수리 아카데미 전체 교육 일정 및 장소 안내","2018-06-26 12:37:36.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=725"
"714","교육 대상자 명단 공지(2018년도 집수리 아카데미 현장실습 2회차)","2018-06-21 17:01:21.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=714"
"707","2018년도 2회차 집수리 아카데미 현장실습 개최 세부 계획 안내","2018-06-14 09:41:14.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=707"
"695","2018년도 2회차 집수리 아카데미 현장실습 개최 안내","2018-06-08 14:07:48.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=695"
"688","집수리 아카데미 은평구 서울혁신파크 교육장소 변경안내","2018-06-01 13:06:42.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=688"
"686","집수리아카데미 현장실습(1회차) 이론(동영상)강의 학습안내","2018-05-31 15:07:21.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=686"
"677","2018년도 1회차 집수리아카데미 전체 교육일정 및 장소 안내","2018-05-30 11:47:50.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=677"
"671","교육장소 안내(2018년 집수리아카데미 1회차 첫날, 개강일)","2018-05-29 09:40:05.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=671"
"666","교육 대상자 명단 공지(2018년도 집수리 아카데미 현장실습 1회차)","2018-05-24 15:19:06.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=666"
"658","2018년도 집수리아카데미 현장실습(1회차) 개최 세부 계획 안내","2018-05-18 10:29:02.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=658"
"656","2018년도 집수리아카데미 현장실습(1회차) 개최 안내","2018-05-11 11:00:33.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=656"
"506","견적서 작성 방법","2018-02-11 14:21:25.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=506"
"505","계약시 유의사항","2018-02-11 14:19:47.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=505"
"435","집수리 교육장소 공지","2017-11-01 18:02:47.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=435"
"433","집수리아카데미 추가 합격자 공지(2명)","2017-10-12 10:47:46.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=433"
"432","집수리교육 사전학습 및 교육일정(약도 포함) 안내(3회차)","2017-10-12 10:06:14.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=432"
"430","집수리 현장실습(3회차) 교육대상자 명단 공지","2017-10-02 08:44:26.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=430"
"429","집수리아카데미 현장실습(3회차) 신청안내","2017-09-26 09:25:57.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=429"
"425","공구 사용법 배우기 및 목공체험 행사 개최 알림(9.22~23)","2017-09-15 08:22:02.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=425"
"424","집수리교육장소 공지(18.9.9)","2017-09-09 10:36:13.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=424"
"419","집수리 이론강좌 수강기간에 관한 공지","2017-09-04 09:32:01.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=419"
"409","집수리 교육장소 공지","2017-08-09 13:21:33.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=409"
"408","집수리아카데미 현장실습(2차) 교육 사전 학습안내","2017-08-09 13:17:10.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=408"
"407","집수리아카데미 현장실습(2차) 교육대상자 명단 공지","2017-08-09 13:02:47.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=407"
"404","집수리아카데미 현장실습(2회차) 안내","2017-08-07 10:17:21.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=404"
"391","집수리아카데미 교육신청 오류 안내","2017-08-07 02:46:47.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=391"
"371","집수리아카데미 현장실습 개최(2회차) 안내","2017-07-28 14:26:11.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=371"
"369","집수리아카데미 개최(2회차) 관련, 사전 공지사항","2017-07-19 18:25:00.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=369"
"368","집수리 이론강좌 수강현황 공지","2017-07-15 10:21:00.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=368"
"365","집수리 실습강좌 신규 오픈(내손으로 직접하는 집수리)","2017-07-01 10:17:24.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=365"
"362","집수리 교육장소 공지(17.6.24.)","2017-06-21 18:47:08.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=362"
"353","집수리아카데미 이론강좌 시청이 안될때 해결방법 안내","2017-06-17 09:59:42.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=353"
"352","집수리아카데미 현장실습 교육장소 변경 공지","2017-06-09 06:53:04.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=352"
"348","집수리 교육 사전학습 안내","2017-05-31 13:42:21.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=348"
"347","집수리아카데미 현장실습 교육대상자 명단 공지","2017-05-30 10:52:05.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=347"
"325","집수리아카데미 현장실습 개최 안내","2017-05-23 11:17:32.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=325"
"300","집수리아카데미 심화과정(하반기) 개최 안내","2016-11-15 13:56:35.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=300"
"262","집수리아카데미(기초과정) 전동드릴 실습개최 안내","2016-06-27 14:57:31.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=262"
"168","인터뷰 기사","2016-02-26 09:28:37.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=168"
"167","가로주택정비사업-천호동 동도연립","2016-02-26 09:28:06.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=167"
"166","면목동 가로주택  조합설립 1년만에 사업시행 결정!","2016-02-26 09:27:25.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=166"
"165","정비사업 설명회","2016-02-26 09:26:22.0","https://jibsuri.seoul.go.kr/board/detail.do?bbsId=notice&nttId=165"
